_unit_id,_golden,_trusted_judgments,_last_judgment_at,opinion_toward_the_above_topic,opinion_toward_the_above_topic:confidence,opinion_toward_the_above_topic_gold,post_id,thread_id,time,topic,user_id
90478285,TRUE,27,7/27/2011 8:50,Against,0.6626,"Against
Not Sure",48,409192893_5910090302001,Tue 21 October 2008 06:03 AM,barack_obamba_and_his_presidency,GunnyRet03
90478286,FALSE,3,7/27/2011 7:44,Not Sure,1,,49,409192893_5910090302001,Tue 21 October 2008 06:14 AM,barack_obamba_and_his_presidency,SGTBJH
90478287,TRUE,1,7/27/2011 3:58,Not Sure,1,Not Sure,50,409192893_5910090302001,Tue 21 October 2008 08:32 AM,barack_obamba_and_his_presidency,rayld2
90478293,FALSE,3,7/27/2011 6:24,Against,1,,56,409192893_5910090302001,Tue 21 October 2008 05:13 PM,barack_obamba_and_his_presidency,EAG154
90478294,FALSE,3,7/27/2011 7:10,Not Sure,0.6803,,57,409192893_5910090302001,Wed 22 October 2008 09:41 AM,barack_obamba_and_his_presidency,Raunchy
90478295,FALSE,3,7/27/2011 6:54,Not Sure,1,,Post ID,Thread ID,Time,Topic,User ID
90478296,FALSE,3,7/27/2011 8:59,Against,0.6434,,1,409192893_1490088471001,Mon 17 March 2008 09:37 AM,barack_obamba_and_his_presidency,scwestusmc
90478297,TRUE,1,7/27/2011 8:10,For,1,For,2,409192893_1490088471001,Mon 17 March 2008 09:55 AM,barack_obamba_and_his_presidency,scwestusmc
90478298,TRUE,25,7/27/2011 8:56,For,0.8565,For,3,409192893_1490088471001,Mon 17 March 2008 09:58 AM,barack_obamba_and_his_presidency,MightyB
90478299,TRUE,31,7/27/2011 9:00,Against,0.893,"For
Against
Not Sure",4,409192893_1490088471001,Mon 17 March 2008 09:59 AM,barack_obamba_and_his_presidency,Opfor6
90478302,TRUE,1,7/27/2011 9:06,Against,1,Against,7,409192893_1490088471001,Mon 17 March 2008 11:23 AM,barack_obamba_and_his_presidency,scwestusmc
90478304,FALSE,3,7/27/2011 5:25,Against,0.6658,,9,409192893_1490088471001,Mon 17 March 2008 11:48 AM,barack_obamba_and_his_presidency,Opfor6
90478306,TRUE,1,7/27/2011 8:49,For,1,Against,11,409192893_1490088471001,Mon 17 March 2008 12:16 PM,barack_obamba_and_his_presidency,scwestusmc
90478307,TRUE,27,7/27/2011 8:43,Against,0.8923,"Against
Not Sure",12,409192893_1490088471001,Mon 17 March 2008 12:20 PM,barack_obamba_and_his_presidency,FortesFortunaJuvat
90478308,TRUE,2,7/27/2011 7:25,Against,1,Against,13,409192893_1490088471001,Mon 17 March 2008 12:21 PM,barack_obamba_and_his_presidency,scwestusmc
90478309,TRUE,24,7/27/2011 9:40,Not Sure,0.9189,Not Sure,14,409192893_1490088471001,Mon 17 March 2008 12:25 PM,barack_obamba_and_his_presidency,scwestusmc
90478312,TRUE,1,7/27/2011 8:05,For,1,Not Sure,17,409192893_1490088471001,Mon 17 March 2008 12:32 PM,barack_obamba_and_his_presidency,Aco275RGR
90478313,FALSE,3,7/27/2011 7:02,Not Sure,1,,18,409192893_1490088471001,Mon 17 March 2008 12:34 PM,barack_obamba_and_his_presidency,scwestusmc
90478315,TRUE,1,7/27/2011 3:53,Against,1,Not Sure,20,409192893_1490088471001,Mon 17 March 2008 12:45 PM,barack_obamba_and_his_presidency,FortesFortunaJuvat
90478318,TRUE,1,7/27/2011 7:22,Not Sure,1,Against,23,409192893_1490088471001,Mon 17 March 2008 12:53 PM,barack_obamba_and_his_presidency,Aco275RGR
90478320,FALSE,3,7/27/2011 1:19,Against,1,,25,409192893_1490088471001,Mon 17 March 2008 12:55 PM,barack_obamba_and_his_presidency,Aco275RGR
90478322,TRUE,1,7/27/2011 4:12,Not Sure,1,Against,27,409192893_1490088471001,Mon 17 March 2008 12:56 PM,barack_obamba_and_his_presidency,CombatParatrooper
90478323,TRUE,1,7/27/2011 8:58,For,1,For,28,409192893_1490088471001,Mon 17 March 2008 12:59 PM,barack_obamba_and_his_presidency,pken
90478325,TRUE,25,7/27/2011 9:01,Against,0.7755,"Against
Not Sure",30,409192893_1490088471001,Mon 17 March 2008 01:03 PM,barack_obamba_and_his_presidency,Opfor6
90478331,TRUE,1,7/27/2011 8:17,Against,1,Against,36,409192893_1490088471001,Mon 17 March 2008 01:16 PM,barack_obamba_and_his_presidency,Aco275RGR
90478332,TRUE,21,7/27/2011 6:09,Against,1,Against,37,409192893_1490088471001,Mon 17 March 2008 01:18 PM,barack_obamba_and_his_presidency,scwestusmc
90478336,TRUE,1,7/27/2011 7:30,For,1,Not Sure,41,409192893_1490088471001,Mon 17 March 2008 01:37 PM,barack_obamba_and_his_presidency,scwestusmc
90478338,TRUE,29,7/27/2011 8:49,For,0.8417,"For
Not Sure",43,409192893_1490088471001,Mon 17 March 2008 01:41 PM,barack_obamba_and_his_presidency,nurse_attorney
90478341,FALSE,3,7/27/2011 5:06,Against,0.7168,,46,409192893_1490088471001,Mon 17 March 2008 01:53 PM,barack_obamba_and_his_presidency,Aco275RGR
90478344,FALSE,3,7/27/2011 6:23,For,0.6703,,49,409192893_1490088471001,Mon 17 March 2008 02:33 PM,barack_obamba_and_his_presidency,Berlin93
90478346,TRUE,1,7/26/2011 19:00,Against,1,For,51,409192893_1490088471001,Mon 17 March 2008 02:50 PM,barack_obamba_and_his_presidency,aggie_swife
90478347,FALSE,3,7/27/2011 4:31,For,1,,52,409192893_1490088471001,Mon 17 March 2008 02:51 PM,barack_obamba_and_his_presidency,liberal90
90478351,TRUE,1,7/27/2011 8:20,Not Sure,1,Not Sure,56,409192893_1490088471001,Mon 17 March 2008 03:49 PM,barack_obamba_and_his_presidency,Aco275RGR
90478353,TRUE,1,7/26/2011 19:10,Against,1,Against,58,409192893_1490088471001,Mon 17 March 2008 04:39 PM,barack_obamba_and_his_presidency,pken
90478355,TRUE,1,7/27/2011 4:09,Not Sure,1,For,60,409192893_1490088471001,Mon 17 March 2008 05:59 PM,barack_obamba_and_his_presidency,outrageusa
90478356,FALSE,3,7/27/2011 8:21,For,1,,61,409192893_1490088471001,Mon 17 March 2008 06:30 PM,barack_obamba_and_his_presidency,WepsFP
90478361,FALSE,3,7/27/2011 6:27,Not Sure,0.641,,66,409192893_1490088471001,Mon 17 March 2008 07:11 PM,barack_obamba_and_his_presidency,Woody_in_La
90478363,TRUE,1,7/26/2011 22:18,For,1,"For
Not Sure",68,409192893_1490088471001,Mon 17 March 2008 07:51 PM,barack_obamba_and_his_presidency,Berlin93
90478365,FALSE,3,7/27/2011 7:42,For,0.3829,,70,409192893_1490088471001,Mon 17 March 2008 08:21 PM,barack_obamba_and_his_presidency,Migbuster
90478372,TRUE,1,7/27/2011 4:04,Not Sure,1,Not Sure,74,409192893_1490088471001,Mon 17 March 2008 08:59 PM,barack_obamba_and_his_presidency,Migbuster
90478373,FALSE,3,7/27/2011 7:10,Not Sure,0.6499,,75,409192893_1490088471001,Tue 18 March 2008 05:21 AM,barack_obamba_and_his_presidency,FortesFortunaJuvat
90478374,FALSE,3,7/27/2011 8:10,Against,1,,76,409192893_1490088471001,Tue 18 March 2008 05:32 AM,barack_obamba_and_his_presidency,GunnyRet03
90478375,TRUE,1,7/27/2011 8:57,For,1,Not Sure,77,409192893_1490088471001,Tue 18 March 2008 05:37 AM,barack_obamba_and_his_presidency,WhoFreak
90478376,FALSE,3,7/27/2011 7:25,Against,0.6365,,78,409192893_1490088471001,Tue 18 March 2008 05:43 AM,barack_obamba_and_his_presidency,FortesFortunaJuvat
90478379,FALSE,3,7/27/2011 6:34,Not Sure,0.3672,,81,409192893_1490088471001,Tue 18 March 2008 05:55 AM,barack_obamba_and_his_presidency,WhoFreak
90478380,FALSE,3,7/27/2011 8:44,Against,0.6582,,82,409192893_1490088471001,Tue 18 March 2008 06:06 AM,barack_obamba_and_his_presidency,
90478384,FALSE,3,7/27/2011 8:46,Against,0.6506,,86,409192893_1490088471001,Tue 18 March 2008 11:11 AM,barack_obamba_and_his_presidency,scwestusmc
90478386,TRUE,27,7/27/2011 8:48,Not Sure,0.9617,Not Sure,88,409192893_1490088471001,Tue 18 March 2008 11:36 AM,barack_obamba_and_his_presidency,GunnyRet03
90478387,FALSE,3,7/27/2011 7:44,Against,0.6621,,89,409192893_1490088471001,Tue 18 March 2008 11:40 AM,barack_obamba_and_his_presidency,GunnyRet03
90478388,FALSE,3,7/27/2011 7:02,Against,0.7079,,90,409192893_1490088471001,Tue 18 March 2008 04:51 PM,barack_obamba_and_his_presidency,thorin001
90478389,FALSE,3,7/27/2011 3:40,Not Sure,1,,Post ID,Thread ID,Time,Topic,User ID
90478390,FALSE,4,7/27/2011 7:10,Against,0.7919,,1,4960045241001_2730008802001,Wed 10 December 2008 05:29 AM,barack_obamba_and_his_presidency,Kegler300
90478391,FALSE,4,7/27/2011 9:09,Against,0.4768,,2,4960045241001_2730008802001,Wed 10 December 2008 05:34 AM,barack_obamba_and_his_presidency,mnoble1066
90478392,FALSE,3,7/27/2011 8:42,Against,0.6764,,3,4960045241001_2730008802001,Wed 10 December 2008 05:42 AM,barack_obamba_and_his_presidency,EspritDeCorps
90478393,FALSE,4,7/27/2011 5:53,Against,0.7684,,4,4960045241001_2730008802001,Wed 10 December 2008 05:43 AM,barack_obamba_and_his_presidency,bill_kananen
90478394,FALSE,3,7/27/2011 6:50,Not Sure,0.6557,,5,4960045241001_2730008802001,Wed 10 December 2008 05:46 AM,barack_obamba_and_his_presidency,mnoble1066
90478395,FALSE,3,7/27/2011 6:25,For,1,,6,4960045241001_2730008802001,Wed 10 December 2008 05:49 AM,barack_obamba_and_his_presidency,BrandonKnight
90478396,FALSE,3,7/27/2011 8:41,Against,0.6533,,7,4960045241001_2730008802001,Wed 10 December 2008 05:53 AM,barack_obamba_and_his_presidency,21yrsUSCGUSCS
90478397,FALSE,3,7/27/2011 7:36,Against,0.7113,,8,4960045241001_2730008802001,Wed 10 December 2008 05:54 AM,barack_obamba_and_his_presidency,greywolfghost
90478398,FALSE,3,7/27/2011 7:32,Against,1,,9,4960045241001_2730008802001,Wed 10 December 2008 06:56 AM,barack_obamba_and_his_presidency,adminnco1
90478399,FALSE,3,7/27/2011 8:43,Against,0.6249,,10,4960045241001_2730008802001,Wed 10 December 2008 07:30 AM,barack_obamba_and_his_presidency,liberal90
90478400,FALSE,3,7/27/2011 5:25,Against,1,,11,4960045241001_2730008802001,Wed 10 December 2008 07:34 AM,barack_obamba_and_his_presidency,outlaws93
90478401,FALSE,3,7/27/2011 3:53,Against,1,,12,4960045241001_2730008802001,Wed 10 December 2008 07:34 AM,barack_obamba_and_his_presidency,bill_kananen
90478402,FALSE,3,7/27/2011 6:36,Against,1,,13,4960045241001_2730008802001,Wed 10 December 2008 07:36 AM,barack_obamba_and_his_presidency,outlaws93
90478403,FALSE,3,7/27/2011 3:53,Against,0.6583,,14,4960045241001_2730008802001,Wed 10 December 2008 07:39 AM,barack_obamba_and_his_presidency,
90478404,FALSE,4,7/27/2011 9:06,For,0.7845,,15,4960045241001_2730008802001,Wed 10 December 2008 07:41 AM,barack_obamba_and_his_presidency,21yrsUSCGUSCS
90478405,FALSE,3,7/27/2011 8:06,Against,0.6858,,16,4960045241001_2730008802001,Wed 10 December 2008 07:50 AM,barack_obamba_and_his_presidency,patriotgal08
90478406,FALSE,3,7/27/2011 8:51,For,1,,17,4960045241001_2730008802001,Wed 10 December 2008 08:02 AM,barack_obamba_and_his_presidency,Kindsbach
90478407,FALSE,3,7/27/2011 7:53,Not Sure,0.7192,,18,4960045241001_2730008802001,Wed 10 December 2008 08:08 AM,barack_obamba_and_his_presidency,EspritDeCorps
90478408,FALSE,3,7/27/2011 6:23,Against,1,,19,4960045241001_2730008802001,Wed 10 December 2008 08:09 AM,barack_obamba_and_his_presidency,outlaws93
90478409,FALSE,3,7/27/2011 6:53,For,0.6136,,20,4960045241001_2730008802001,Wed 10 December 2008 08:10 AM,barack_obamba_and_his_presidency,EspritDeCorps
90478410,FALSE,3,7/27/2011 8:59,For,1,,21,4960045241001_2730008802001,Wed 10 December 2008 08:17 AM,barack_obamba_and_his_presidency,Kindsbach
90478411,FALSE,3,7/27/2011 8:40,For,0.3909,,22,4960045241001_2730008802001,Wed 10 December 2008 08:19 AM,barack_obamba_and_his_presidency,Raunchy
90478412,FALSE,3,7/27/2011 7:15,Against,0.6891,,23,4960045241001_2730008802001,Wed 10 December 2008 08:26 AM,barack_obamba_and_his_presidency,EspritDeCorps
90478413,FALSE,3,7/27/2011 7:32,Not Sure,1,,24,4960045241001_2730008802001,Wed 10 December 2008 08:29 AM,barack_obamba_and_his_presidency,sldo
90478414,FALSE,3,7/27/2011 5:36,Against,0.646,,25,4960045241001_2730008802001,Wed 10 December 2008 08:33 AM,barack_obamba_and_his_presidency,PhoenixDark
90478415,FALSE,3,7/27/2011 8:46,Not Sure,0.6525,,26,4960045241001_2730008802001,Wed 10 December 2008 08:35 AM,barack_obamba_and_his_presidency,EspritDeCorps
90478416,FALSE,3,7/27/2011 6:41,For,0.6761,,27,4960045241001_2730008802001,Wed 10 December 2008 09:12 AM,barack_obamba_and_his_presidency,CasinoRoyale
90478417,FALSE,3,7/27/2011 8:58,Not Sure,0.3515,,28,4960045241001_2730008802001,Wed 10 December 2008 09:14 AM,barack_obamba_and_his_presidency,EspritDeCorps
90478418,FALSE,3,7/27/2011 6:11,For,0.6918,,29,4960045241001_2730008802001,Wed 10 December 2008 09:15 AM,barack_obamba_and_his_presidency,liberal90
90478419,FALSE,3,7/27/2011 7:10,For,0.6826,,30,4960045241001_2730008802001,Wed 10 December 2008 09:18 AM,barack_obamba_and_his_presidency,CasinoRoyale
90478420,FALSE,3,7/27/2011 6:39,For,0.701,,31,4960045241001_2730008802001,Wed 10 December 2008 09:30 AM,barack_obamba_and_his_presidency,L0A1
90478421,FALSE,3,7/27/2011 7:27,For,1,,32,4960045241001_2730008802001,Wed 10 December 2008 09:35 AM,barack_obamba_and_his_presidency,Kindsbach
90478422,FALSE,3,7/27/2011 8:42,For,0.665,,33,4960045241001_2730008802001,Wed 10 December 2008 09:44 AM,barack_obamba_and_his_presidency,L0A1
90478423,FALSE,4,7/27/2011 6:34,For,1,,34,4960045241001_2730008802001,Wed 10 December 2008 09:47 AM,barack_obamba_and_his_presidency,CasinoRoyale
90478424,FALSE,4,7/27/2011 9:01,For,1,,35,4960045241001_2730008802001,Wed 10 December 2008 09:51 AM,barack_obamba_and_his_presidency,L0A1
90478425,FALSE,3,7/27/2011 8:42,Against,0.6626,,36,4960045241001_2730008802001,Wed 10 December 2008 09:57 AM,barack_obamba_and_his_presidency,NM11AZ
90478426,FALSE,3,7/27/2011 7:34,For,0.7227,,37,4960045241001_2730008802001,Wed 10 December 2008 10:00 AM,barack_obamba_and_his_presidency,NOVAMarine
90478427,FALSE,3,7/27/2011 8:57,Not Sure,0.6099,,38,4960045241001_2730008802001,Wed 10 December 2008 10:02 AM,barack_obamba_and_his_presidency,mnoble1066
90478428,FALSE,3,7/27/2011 6:29,Against,0.6396,,39,4960045241001_2730008802001,Wed 10 December 2008 10:02 AM,barack_obamba_and_his_presidency,L0A1
90478429,FALSE,3,7/27/2011 7:04,For,0.7031,,40,4960045241001_2730008802001,Wed 10 December 2008 10:03 AM,barack_obamba_and_his_presidency,Fin_atic
90478430,FALSE,4,7/27/2011 9:09,Against,0.4853,,41,4960045241001_2730008802001,Wed 10 December 2008 10:13 AM,barack_obamba_and_his_presidency,ipscone
90478431,FALSE,3,7/27/2011 6:44,For,0.6498,,42,4960045241001_2730008802001,Wed 10 December 2008 10:29 AM,barack_obamba_and_his_presidency,mnoble1066
90478432,FALSE,3,7/27/2011 4:28,Against,1,,43,4960045241001_2730008802001,Wed 10 December 2008 10:37 AM,barack_obamba_and_his_presidency,patriotgal08
90478433,FALSE,3,7/27/2011 6:45,Against,0.6474,,44,4960045241001_2730008802001,Wed 10 December 2008 11:04 AM,barack_obamba_and_his_presidency,adminnco1
90478434,FALSE,3,7/27/2011 8:10,For,0.6461,,45,4960045241001_2730008802001,Wed 10 December 2008 12:47 PM,barack_obamba_and_his_presidency,Fin_atic
90478435,FALSE,3,7/27/2011 6:11,For,0.6386,,46,4960045241001_2730008802001,Wed 10 December 2008 02:37 PM,barack_obamba_and_his_presidency,busnrete8
90478436,FALSE,3,7/27/2011 0:59,Against,0.6716,,47,4960045241001_2730008802001,Wed 10 December 2008 11:02 PM,barack_obamba_and_his_presidency,outlaws93
90478437,FALSE,3,7/27/2011 8:50,For,0.6385,,48,4960045241001_2730008802001,Wed 10 December 2008 11:54 PM,barack_obamba_and_his_presidency,jdksfcret
90478438,FALSE,3,7/27/2011 6:24,Not Sure,1,,49,4960045241001_2730008802001,Thu 11 December 2008 12:53 AM,barack_obamba_and_his_presidency,karlhungusjr
90478439,FALSE,3,7/27/2011 8:47,Against,0.6424,,50,4960045241001_2730008802001,Thu 11 December 2008 02:53 AM,barack_obamba_and_his_presidency,adminnco1
90478440,FALSE,3,7/27/2011 7:22,Against,0.7152,,51,4960045241001_2730008802001,Thu 11 December 2008 02:57 AM,barack_obamba_and_his_presidency,adminnco1
90478441,FALSE,4,7/27/2011 7:42,Not Sure,0.7933,,52,4960045241001_2730008802001,Thu 11 December 2008 03:42 AM,barack_obamba_and_his_presidency,karlhungusjr
90478442,FALSE,3,7/27/2011 7:19,Against,1,,53,4960045241001_2730008802001,Thu 11 December 2008 06:15 AM,barack_obamba_and_his_presidency,Raunchy
90478443,FALSE,3,7/27/2011 8:48,Against,0.6616,,54,4960045241001_2730008802001,Thu 11 December 2008 09:15 AM,barack_obamba_and_his_presidency,dman1948
90478444,FALSE,4,7/27/2011 6:36,Against,0.5285,,55,4960045241001_2730008802001,Thu 11 December 2008 10:20 AM,barack_obamba_and_his_presidency,patriotgal08
90478445,FALSE,3,7/27/2011 7:04,Against,0.6461,,56,4960045241001_2730008802001,Fri 12 December 2008 06:20 PM,barack_obamba_and_his_presidency,adminnco1
90478446,FALSE,4,7/27/2011 8:10,Not Sure,1,,57,4960045241001_2730008802001,Fri 12 December 2008 06:38 PM,barack_obamba_and_his_presidency,adminnco1
90478447,FALSE,3,7/27/2011 8:45,Not Sure,0.656,,58,4960045241001_2730008802001,Fri 12 December 2008 10:17 PM,barack_obamba_and_his_presidency,karlhungusjr
90478448,FALSE,3,7/27/2011 5:49,Against,1,,59,4960045241001_2730008802001,Sat 13 December 2008 06:43 AM,barack_obamba_and_his_presidency,RRR52
90478449,FALSE,3,7/27/2011 8:40,Not Sure,0.6576,,60,4960045241001_2730008802001,Sat 13 December 2008 07:02 PM,barack_obamba_and_his_presidency,adminnco1
90478450,FALSE,3,7/27/2011 8:56,Not Sure,0.6249,,61,4960045241001_2730008802001,Sat 13 December 2008 09:20 PM,barack_obamba_and_his_presidency,karlhungusjr
90478451,FALSE,3,7/27/2011 7:48,Against,0.6479,,62,4960045241001_2730008802001,Wed 17 December 2008 08:34 AM,barack_obamba_and_his_presidency,21yrsUSCGUSCS
90478452,FALSE,3,7/27/2011 7:36,Not Sure,1,,Post ID,Thread ID,Time,Topic,User ID
90478454,FALSE,3,7/27/2011 7:44,For,0.7282,,2,409192893_9480052332001,Tue 15 September 2009 11:42 AM,barack_obamba_and_his_presidency,The_Bonesaw
90478455,FALSE,3,7/27/2011 8:50,Against,0.3438,,3,409192893_9480052332001,Tue 15 September 2009 11:48 AM,barack_obamba_and_his_presidency,The_Bonesaw
90478456,FALSE,3,7/27/2011 8:10,Not Sure,0.7059,,4,409192893_9480052332001,Tue 15 September 2009 12:03 PM,barack_obamba_and_his_presidency,Marine5711
90478458,FALSE,3,7/27/2011 8:47,Against,1,,6,409192893_9480052332001,Tue 15 September 2009 12:59 PM,barack_obamba_and_his_presidency,Marine5711
90478459,FALSE,3,7/27/2011 5:49,For,0.373,,7,409192893_9480052332001,Tue 15 September 2009 01:02 PM,barack_obamba_and_his_presidency,1WW
90478461,TRUE,1,7/26/2011 19:13,Not Sure,1,Not Sure,9,409192893_9480052332001,Tue 15 September 2009 01:16 PM,barack_obamba_and_his_presidency,USNVet940
90478466,TRUE,1,7/26/2011 19:00,For,1,For,14,409192893_9480052332001,Tue 15 September 2009 02:02 PM,barack_obamba_and_his_presidency,Marine5711
90478473,TRUE,1,7/27/2011 8:00,Against,1,Not Sure,21,409192893_9480052332001,Tue 15 September 2009 04:41 PM,barack_obamba_and_his_presidency,dman1948
90478477,TRUE,1,7/27/2011 3:56,Against,1,For,25,409192893_9480052332001,Tue 15 September 2009 09:22 PM,barack_obamba_and_his_presidency,rcjarrell
90478479,TRUE,1,7/27/2011 5:21,For,1,Not Sure,27,409192893_9480052332001,Wed 16 September 2009 02:30 AM,barack_obamba_and_his_presidency,jdksfcret
90478486,TRUE,26,7/27/2011 8:41,Against,0.6267,"Against
Not Sure",34,409192893_9480052332001,Wed 16 September 2009 10:39 AM,barack_obamba_and_his_presidency,downranger69
90478490,TRUE,1,7/27/2011 7:50,Against,1,Not Sure,38,409192893_9480052332001,Wed 16 September 2009 12:28 PM,barack_obamba_and_his_presidency,Killswitch_Engage
90478491,FALSE,3,7/27/2011 7:25,Against,0.6175,,39,409192893_9480052332001,Wed 16 September 2009 01:02 PM,barack_obamba_and_his_presidency,Marine5711
90478492,FALSE,3,7/27/2011 8:50,Not Sure,0.6569,,40,409192893_9480052332001,Wed 16 September 2009 01:38 PM,barack_obamba_and_his_presidency,The_Bonesaw
90478494,TRUE,1,7/27/2011 8:18,Against,1,For,42,409192893_9480052332001,Wed 16 September 2009 04:45 PM,barack_obamba_and_his_presidency,jdksfcret
90478497,TRUE,1,7/26/2011 18:49,Not Sure,1,Not Sure,45,409192893_9480052332001,Wed 16 September 2009 09:54 PM,barack_obamba_and_his_presidency,rayld2
90478501,TRUE,1,7/27/2011 8:20,For,1,Not Sure,49,409192893_9480052332001,Thu 17 September 2009 07:24 AM,barack_obamba_and_his_presidency,DEANEGILMOUR
90478502,FALSE,3,7/27/2011 7:36,Not Sure,0.6587,,50,409192893_9480052332001,Thu 17 September 2009 07:29 AM,barack_obamba_and_his_presidency,Killswitch_Engage
90478503,FALSE,3,7/27/2011 8:39,For,0.6732,,51,409192893_9480052332001,Thu 17 September 2009 08:48 AM,barack_obamba_and_his_presidency,The_Bonesaw
90478504,FALSE,3,7/27/2011 7:10,For,0.6896,,52,409192893_9480052332001,Thu 17 September 2009 02:20 PM,barack_obamba_and_his_presidency,john2x
90478505,FALSE,3,7/27/2011 6:05,Not Sure,0.677,,53,409192893_9480052332001,Thu 17 September 2009 02:34 PM,barack_obamba_and_his_presidency,john2x
90478506,FALSE,3,7/27/2011 5:25,Not Sure,1,,54,409192893_9480052332001,Thu 17 September 2009 03:09 PM,barack_obamba_and_his_presidency,Marine5711
90478507,FALSE,3,7/27/2011 7:36,Against,0.7256,,55,409192893_9480052332001,Thu 17 September 2009 08:42 PM,barack_obamba_and_his_presidency,greywolfghost
90478508,FALSE,3,7/27/2011 5:52,For,0.6131,,Post ID,Thread ID,Time,Topic,User ID
90478509,FALSE,3,7/27/2011 9:06,Against,0.6425,,1,672198221_3700057812001,Tue 24 March 2009 08:57 AM,barack_obamba_and_his_presidency,Anbar7
90478510,FALSE,3,7/27/2011 7:44,Not Sure,0.6525,,2,672198221_3700057812001,Tue 24 March 2009 08:59 AM,barack_obamba_and_his_presidency,Anbar7
90478511,FALSE,3,7/27/2011 5:14,For,1,,3,672198221_3700057812001,Tue 24 March 2009 09:04 AM,barack_obamba_and_his_presidency,Irwin_R_Schyster
90478512,FALSE,3,7/27/2011 7:36,Against,0.7161,,4,672198221_3700057812001,Tue 24 March 2009 09:07 AM,barack_obamba_and_his_presidency,Anbar7
90478513,FALSE,3,7/27/2011 8:43,Against,1,,5,672198221_3700057812001,Tue 24 March 2009 09:09 AM,barack_obamba_and_his_presidency,Anbar7
90478514,FALSE,3,7/27/2011 7:30,Not Sure,1,,6,672198221_3700057812001,Tue 24 March 2009 09:23 AM,barack_obamba_and_his_presidency,outlaws93
90478515,FALSE,3,7/27/2011 8:00,Against,1,,7,672198221_3700057812001,Tue 24 March 2009 09:24 AM,barack_obamba_and_his_presidency,stec74
90478516,FALSE,3,7/27/2011 6:54,Against,1,,8,672198221_3700057812001,Tue 24 March 2009 09:26 AM,barack_obamba_and_his_presidency,Anbar7
90478517,FALSE,3,7/27/2011 8:48,Against,0.643,,9,672198221_3700057812001,Tue 24 March 2009 09:30 AM,barack_obamba_and_his_presidency,EAG154
90478518,FALSE,3,7/27/2011 8:49,Against,0.6825,,10,672198221_3700057812001,Tue 24 March 2009 09:44 AM,barack_obamba_and_his_presidency,NickBrand
90478519,FALSE,3,7/27/2011 8:59,Against,0.6475,,11,672198221_3700057812001,Tue 24 March 2009 10:01 AM,barack_obamba_and_his_presidency,Anbar7
90478520,FALSE,3,7/27/2011 4:14,Against,1,,12,672198221_3700057812001,Tue 24 March 2009 10:03 AM,barack_obamba_and_his_presidency,BayStateGal
